pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-11 05:03:05+00:00,Monday Briefing,What Trump means for the Middle East.,"As president, Donald Trump was a staunch supporter of Israel, recognizing Jerusalem as its capital, cutting off aid to the U.N. agency that supports Palestinian refugees and presenting a peace plan that favored Israel. Yet he has also publicly called for the war in Gaza to stop, saying in April, “Israel has to be very careful, because you’re losing a lot of the world.”",What Trump means for the Middle East.,NYTNow,2024-11-11
2024-11-11 05:18:00+00:00,Why Did Tens of Thousands of Chinese Students Go on Night Bike Rides?,"Making the impromptu five-hour ride between two Chinese cities became a craze among young people. But as their numbers swelled, the authorities shut it down.","The students would emerge on their bikes, in the tens of thousands, seemingly out of nowhere. Like a flash mob on wheels, they rode for hours in the night, by the light of streetlamps, sometimes bursting into verses of the Chinese national anthem. Some carried Chinese flags.","Making the impromptu five-hour ride between two Chinese cities became a craze among young people. But as their numbers swelled, the authorities shut it down.",Foreign,2024-11-11
2024-11-11 06:00:12+00:00,The Quiet Development Shaking America’s Power,The United States can no longer depend on the loyalty of its friends.,"With the stunning comeback of Donald Trump as president, America’s allies are scrambling. Behind their sober messages of congratulation is a palpable anxiety that Washington will soon treat them as mere pawns on the global chessboard. It would be quite a change. Under President Biden’s leadership, the United States — sharpening its rivalry with China and seeking to counter Russia’s invasion of Ukraine — put great store in strengthening its alliances and partnerships.",The United States can no longer depend on the loyalty of its friends.,OpEd,2024-11-11
2024-11-11 06:00:13+00:00,"‘Dune: Prophecy,’ Plus 6 Things to Watch on TV this Week","Tune into the premiere of the HBO series, see whom Joan Vassos picks for her final rose on “The Bachelorette” and catch up on news.","Between streaming and cable, there is a seemingly endless variety of things to watch. Here is a selection of TV shows and specials that are available to watch live or stream this week, Nov. 11-17. Details and times are subject to change.","Tune into the premiere of the HBO series, see whom Joan Vassos picks for her final rose on “The Bachelorette” and catch up on news.",Culture,2024-11-11
2024-11-11 06:08:57+00:00,Trump Names Thomas Homan ‘Border Czar’ With a Wide Portfolio,"Mr. Homan, a senior immigration official in the last Trump administration, has said that workplace raids would restart under the new government.","President-elect Donald J. Trump said late Sunday that he had named Thomas D. Homan, a senior immigration official in his last administration, as the “border czar” in charge of the nation’s borders and its maritime and aviation security.","Mr. Homan, a senior immigration official in the last Trump administration, has said that workplace raids would restart under the new government.",Express,2024-11-11
2024-11-11 07:13:40+00:00,Mattel Mistakenly Lists Porn Site on Packaging for ‘Wicked’ Dolls,The site has a similar address to one that promotes a film adaptation of the hit musical. The toymaker apologized for the “unfortunate error.”,"All may be good in the Land of Oz, but the same can’t be said for the world of Mattel.",The site has a similar address to one that promotes a film adaptation of the hit musical. The toymaker apologized for the “unfortunate error.”,Express,2024-11-11
2024-11-11 08:00:11+00:00,He’s Eric Adams’s Third N.Y.P.D. Boss. Does He Have Staying Power?,"Thomas Donlon wants the job of police commissioner permanently, and he’s been acting as though he has it as he navigates friction and uncertainty.","Mayor Eric Adams’s decision to appoint Thomas Donlon, a 71-year-old former F.B.I. investigator, as New York’s interim police commissioner seemed to bring a sense of stability to a department rocked by several federal inquiries. It didn’t last long.","Thomas Donlon wants the job of police commissioner permanently, and he’s been acting as though he has it as he navigates friction and uncertainty.",Metro,2024-11-11
2024-11-11 08:00:16+00:00,Trump’s Gains Among Latinos Push a Civil Rights Group to Reflect on Its Past,"From its founding nearly a century ago, LULAC encouraged Hispanic people to embrace American identity even as it fought discrimination. The 2024 election result presents a dilemma on both fronts.","On a cold and rainy Sunday in February 1929, a group of Latino men in dapper suits and boater hats gathered in a convention hall in Corpus Christi, Texas, to forge a new Latino civil rights group.","From its founding nearly a century ago, LULAC encouraged Hispanic people to embrace American identity even as it fought discrimination. The 2024 election result presents a dilemma on both fronts.",Politics,2024-11-11
2024-11-11 08:00:22+00:00,Spelling Bee Forum,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",Feeling stuck on today’s puzzle? We can help.,Games,2024-11-11
2024-11-11 08:00:23+00:00,How Trump Divides Chinese Who Aspire to Democracy,A new HBO documentary about opposition to autocrats says a lot about the complex politics the president-elect inspires for people fleeing countries.,"The long and loud campaign of Donald J. Trump, and now his re-election as president, have prompted deep divisions among many Chinese who advocate for democracy.",A new HBO documentary about opposition to autocrats says a lot about the complex politics the president-elect inspires for people fleeing countries.,Business,2024-11-11
2024-11-11 08:00:40+00:00,"After Trump’s Victory, Mayoral Candidates Unite Against Adams and Cuomo","Unseating Eric Adams as mayor of New York was a hot topic at a political gathering in Puerto Rico, as Democrats reflected on the impact of Donald J. Trump’s win.","At beachfront hotel bars, tropical pool parties and crowded ballroom dance floors, a pressing matter closer to home inevitably arose: How would New York City navigate four years of Donald J. Trump as president, and who might be the best mayor to lead that effort?","Unseating Eric Adams as mayor of New York was a hot topic at a political gathering in Puerto Rico, as Democrats reflected on the impact of Donald J. Trump’s win.",Metro,2024-11-11
2024-11-11 08:00:40+00:00,Who Has the Best View of the Chrysler Building? These Bees.,"On and around some of New York City’s most iconic buildings, beehives are buzzing.","At many corporate offices in Manhattan, the level of activity remains well below its prepandemic levels. But on and around some of New York City’s most iconic buildings, beehives are buzzing seven days a week.","On and around some of New York City’s most iconic buildings, beehives are buzzing.",Metropolitan,2024-11-11
2024-11-11 08:15:21+00:00,Shigeru Ishiba Wins Vote to Remain as Japan’s Prime Minister,"Parliament voted Monday to stick with Mr. Ishiba, who will lead a minority government after his party suffered heavy losses in an election last month.","Despite leading his party to big losses in a snap general election last month, Shigeru Ishiba, the prime minister of Japan, won a vote in Parliament on Monday to carry on as the country’s leader.","Parliament voted Monday to stick with Mr. Ishiba, who will lead a minority government after his party suffered heavy losses in an election last month.",Foreign,2024-11-11
2024-11-11 08:31:02+00:00,Throngs of Cyclists Ride for Hours Between Two Chinese Cities,"They were making the 40-mile journey from Zhengzhou, the capital of Henan Province, to the neighboring city of Kaifeng, a cycling trip that can take up to five hours one-way.","They were making the 40-mile journey from Zhengzhou, the capital of Henan Province, to the neighboring city of Kaifeng, a cycling trip that can take up to five hours one-way.","They were making the 40-mile journey from Zhengzhou, the capital of Henan Province, to the neighboring city of Kaifeng, a cycling trip that can take up to five hours one-way.",,2024-11-11
2024-11-11 10:00:20+00:00,Women Get Less Exercise Than Men. It’s a Problem.,"Experts say the fitness gender gap is because women have less time to work out, and that their health is paying the price.","After a full Saturday shuttling her two kids to soccer and play-dates across Manhattan, Neha Ruch, 39, finally carved out a few precious minutes to exercise at 6:15 p.m. She didn’t even bother to change clothes before hopping onto her elliptical machine in a closet-turned-home-gym.","Experts say the fitness gender gap is because women have less time to work out, and that their health is paying the price.",Well,2024-11-11
2024-11-11 10:00:34+00:00,The Unspoken Grief of Never Becoming a Grandparent,A growing number of Americans are choosing not to have children. Their parents are grappling with what that means for them.,"Lydia Birk, 56, has held on to her favorite copy of “The Velveteen Rabbit” since her three children — now in their 20s and 30s — were young.",A growing number of Americans are choosing not to have children. Their parents are grappling with what that means for them.,Well,2024-11-11
2024-11-11 10:00:35+00:00,Why Are Cities Still Spending Big on Convention Centers?,"Cities are spending more than ever to land the biggest events, but companies have long pulled back on spending for annual conferences and attendance has dwindled.",Are sprawling convention centers worth the money cities need to spend on them?,"Cities are spending more than ever to land the biggest events, but companies have long pulled back on spending for annual conferences and attendance has dwindled.",Business,2024-11-11
2024-11-11 10:00:50+00:00,"Fewer Crowds, Bargain Prices: ‘Quiet Season’ Cruising in the Mediterranean","Overtourism and summer heat have increased the allure of off-season travel in Europe, and the cruise industry is taking note with more winter itineraries. Added bonus: cheaper fares.","After a summer of overtourism in cruise ports like Barcelona and Amsterdam, and talk of caps on ship arrivals in Greece and other places, the cruise industry has come up with a surprising suggestion for where to sail in winter: Europe.","Overtourism and summer heat have increased the allure of off-season travel in Europe, and the cruise industry is taking note with more winter itineraries. Added bonus: cheaper fares.",Travel,2024-11-11
2024-11-11 10:00:51+00:00,I Gave My Son the Books I Loved. He Chose ‘Heidi’ Instead.,"What a 19th-century Swiss novel, and a young fan’s pilgrimage to the Alps, taught me about fatherhood.","I went to the Alps in August because my son — a New York City third grader obsessed with baseball, projectiles and YouTube — fell in love this summer with the Swiss children’s novel “Heidi.”","What a 19th-century Swiss novel, and a young fan’s pilgrimage to the Alps, taught me about fatherhood.",BookReview,2024-11-11
2024-11-11 10:01:06+00:00,Alcohol Brands Tap the Art World to Woo Younger Drinkers,Will labels and bottles designed by artists gin up enthusiasm among an increasingly abstinent generation?,"In October, Dom Pérignon hosted a party at the Brant Foundation in New York City’s East Village, thousands of miles from its home in the Champagne region of France. At the party, which celebrated Dom Pérignon’s partnership with the estate of Jean-Michel Basquiat, the actresses Zoë Kravitz and Natasha Lyonne, the model Evan Mock and Raul Lopez, the designer of the subversive Luar fashion label, sipped Dom as they swayed to music from the Mudd Club habitué DJ Justin Strauss.",Will labels and bottles designed by artists gin up enthusiasm among an increasingly abstinent generation?,Styles,2024-11-11
2024-11-11 10:01:09+00:00,Allison Tolman Knows Her Worth,"The actress broke out in “Fargo” and has spent the decade since convincing producers she is a leading lady. Now she’s starring in “St. Denis Medical,” a new hospital mockumentary.","“Hello, baby,” the actress Allison Tolman said to a handsome male. “Look at your mustache.” He crawled into her lap.","The actress broke out in “Fargo” and has spent the decade since convincing producers she is a leading lady. Now she’s starring in “St. Denis Medical,” a new hospital mockumentary.",Culture,2024-11-11
2024-11-11 10:01:58+00:00,5 Vintage Crime Novels Spiked With Peril and Pitfalls,"Our columnist on a handful of recently reissued crime novels, all of which are worth your time.","Most of my recent conversations about books have revolved around one common pursuit: escape. The news is unrelenting, and crises personal and political abound. No wonder so many people are seeking out books that are either completely untethered to current reality or soothe us in the gentlest, coziest ways.","Our columnist on a handful of recently reissued crime novels, all of which are worth your time.",BookReview,2024-11-11
2024-11-11 10:02:00+00:00,How a Colombian Influencer Made Recycling Cool,The character Marce the Recycler has created an enthusiastic dedication to proper waste separation among her devoted fans.,"In an enormous warehouse filled floor to ceiling with plastic, glass and newspapers, Sara Samaniego lip-syncs to a rap song, dressed in her trademark blue jumpsuit and braids.",The character Marce the Recycler has created an enthusiastic dedication to proper waste separation among her devoted fans.,Foreign,2024-11-11
2024-11-11 10:02:12+00:00,Jewelry With the Seafaring Spirit of ‘Treasure Island’,Van Cleef & Arpels’s latest collection draws from Robert Louis Stevenson’s classic adventure novel.,"In 1906, the Belgian lapidary and diamond dealer Alfred Van Cleef and his brother-in-law Salomon Arpels opened a jewelry boutique on the ground floor of the Hôtel de Ségur, an 18th-century private mansion in Paris’s First Arrondissement that had once belonged to a prominent winemaker. That same year, the pair produced one of their first custom orders: a scale model of the then-ultramodern Varuna of New York yacht that featured a yellow-gold double-masted deck and hull set in green, alabaster and crimson enamel on a sea of solid jasper. Meant to ornament a tabletop, it initially had an electric butler’s bell inside its funnel. Over the following decades, the house’s decorative objects and jewelry would return to their maritime iconography: a 1935 minaudière was adorned with a three-pronged platinum-and-diamond-encrusted clasp resembling a trio of overlapping sails billowing in the wind; pendant charms from the mid-20th century depicted nautical scenes with bejeweled sloops and lapis lazuli waves.",Van Cleef & Arpels’s latest collection draws from Robert Louis Stevenson’s classic adventure novel.,TStyle,2024-11-11
2024-11-11 10:02:13+00:00,The New Era of West African Fine Dining,"Across the diaspora, chefs are sharing knowledge about long-overlooked cuisines — and creating some of the most exciting dishes you’ll find in Europe and America today.","IN THE MINIMALIST dining room of MoSuke, a restaurant on Paris’s Left Bank, a black sauce fills the hollow of a white plate. The ingredient necessary to achieve this depth of color comes from a tree that grows nearly 3,000 miles away in the rainforests of Cameroon: Afrostyrax lepidophyllus, whose every part — trunk, leaves, the round brown seeds called country onions — gives off the scent of garlic, most strongly after rain. The Bassa people, who live in the nation’s south, cut the bark into strips, then burn, crush and press it through a sieve until it’s fine as gunpowder.","Across the diaspora, chefs are sharing knowledge about long-overlooked cuisines — and creating some of the most exciting dishes you’ll find in Europe and America today.",TStyle,2024-11-11
2024-11-11 10:02:30+00:00,How ‘The Wild Robot’ Was Born in a Weedy Patch of Manhattan,"Peter Brown’s obsession with the abandoned railway that became the High Line led to two best sellers — including “The Wild Robot,” which is now a blockbuster movie.",Peter Brown was in Manhattan’s meatpacking district in 2002 when he noticed a few hardy branches dangling from a dingy overpass near Gansevoort Street.,"Peter Brown’s obsession with the abandoned railway that became the High Line led to two best sellers — including “The Wild Robot,” which is now a blockbuster movie.",Books,2024-11-11
2024-11-11 10:02:32+00:00,7 Shows That Make This Art Festival Worth the Trip to California,The sprawling PST festival of more than 70 exhibitions doesn’t quite live up to its theme of art and science colliding. But there is a handful of impressive entries.,"Bigger and bulkier than ever, the art omnibus formerly called “Pacific Standard Time,” now known by the snappier “PST,” is making its once-every-several-years appearance across Southern California this fall. Bankrolled by the Getty Foundation and centered in Los Angeles, the $20.4 million initiative is made up of more than 70 exhibitions, organized by museums and nonprofit spaces large and small, and gathered, with varying degrees of cogency, under a single thematic banner: “PST ART: Art & Science Collide.”",The sprawling PST festival of more than 70 exhibitions doesn’t quite live up to its theme of art and science colliding. But there is a handful of impressive entries.,Culture,2024-11-11
2024-11-11 10:02:39+00:00,The Jazz-Metal Trio PainKiller’s Classic Lineup Revs Up Again,"Mick Harris, Bill Laswell and John Zorn’s new album, “Samsara” — their first in 30 years — arrives as Laswell battles health troubles that “opened up a new direction.”","In the spring of 1991, John Zorn, the radically eclectic composer and saxophonist, hopped into a cab outside his East Village apartment. Already inside was Mick Harris, a young drummer visiting from Britain whose band, Napalm Death, had become the leading exemplar of grindcore, a caustic, velocity-crazed blend of punk and metal. Their destination: Greenpoint Studios, the Brooklyn headquarters of the prolific bassist-producer Bill Laswell, Zorn’s friend and collaborator.","Mick Harris, Bill Laswell and John Zorn’s new album, “Samsara” — their first in 30 years — arrives as Laswell battles health troubles that “opened up a new direction.”",Culture,2024-11-11
2024-11-11 10:02:41+00:00,Everyone Else Is Giving a Standing Ovation. Do I Have To?,"Theatergoers and other performing-arts lovers are noticing the practice seems to have become the rule, not the exception.",Do you have a question for our culture writers and editors? Ask us here.,"Theatergoers and other performing-arts lovers are noticing the practice seems to have become the rule, not the exception.",Arts&Leisure,2024-11-11
2024-11-11 10:02:49+00:00,"To Understand Egypt, Meet My Friend, a Political Prisoner","When we were younger, my friend Alaa Abd El Fattah and I didn’t know just how intimately prison, and state violence, would shape our lives.","Shortly after I arrived at Tora Maximum Security Prison in Cairo, a prisoner with a trendy haircut and glasses entered my cell, handed me a plastic bag and whispered, “From Alaa.” Inside the bag were several packs of cigarettes, the currency of the prison; blue and white T-shirts, the only colors prisoners could wear; and small plastic packets of tea and sugar.","When we were younger, my friend Alaa Abd El Fattah and I didn’t know just how intimately prison, and state violence, would shape our lives.",OpEd,2024-11-11
2024-11-11 10:02:54+00:00,How the Tale of a Brutal Shipwreck Became a Broadway Musical,The Avett Brothers were all ears a decade ago when a determined crew of theater upstarts and veterans came aboard to adapt their maritime album for “Swept Away.”,"In the early days of the 21st century, before the Top 5 albums and the three Grammy nominations, the Avett Brothers were a band of three young guys, relentlessly touring their blend of folk-rock-country, sprinting from show to show in their van. Between gigs, Scott Avett’s father gave him a copy of “The Custom of the Sea,” Neil Hanson’s book chronicling the 19th-century wreck of the Mignonette, a British yacht, and its tragic aftermath.",The Avett Brothers were all ears a decade ago when a determined crew of theater upstarts and veterans came aboard to adapt their maritime album for “Swept Away.”,Arts&Leisure,2024-11-11
2024-11-11 10:03:05+00:00,"Caught Between Wars, Syrian Refugees in Lebanon Return Home","Hundreds of thousands of Syrians who escaped civil war at home over the past decade have now fled the conflict in Lebanon, seeking safety in their own shattered country.","When the civil war in Syria threatened his village more than a decade ago, a farmer and his family fled to neighboring Lebanon.","Hundreds of thousands of Syrians who escaped civil war at home over the past decade have now fled the conflict in Lebanon, seeking safety in their own shattered country.",Foreign,2024-11-11
2024-11-11 10:03:06+00:00,"Mortgage Rates Fell, Then Rose. What Comes Next?",Many would-be home buyers are still hoping for mortgage rates to come down as the Federal Reserve cuts interest rates. How much they will fall is unclear.,"Rafael Corrales, a real estate agent in Miami, recently showed houses to a young couple hoping to move from a rental into a home. They had been lured to the market after hearing that mortgage rates had come down.",Many would-be home buyers are still hoping for mortgage rates to come down as the Federal Reserve cuts interest rates. How much they will fall is unclear.,Business,2024-11-11
2024-11-11 10:03:32+00:00,He Dressed America. Now He Wants to Dress You.,"Aaron Levine has designed for Abercrombie & Fitch, Club Monaco and Madewell. This week, he’s introducing a brand of his own.",Aaron Levine had a pretty good idea he was going to be fired from Abercrombie & Fitch.,"Aaron Levine has designed for Abercrombie & Fitch, Club Monaco and Madewell. This week, he’s introducing a brand of his own.",Styles,2024-11-11
2024-11-11 10:03:32+00:00,The Booker Prize Is Tuesday. Which of These 6 Novels Should Win?,Percival Everett’s “James” is the favorite for the prestigious literary award. But the likes of Rachel Kushner’s “Creation Lake” or Samantha Harvey’s “Orbital” could take the prize instead.,A tale of erotic obsession that gradually becomes a story about the Holocaust. A novel set aboard a space station. A book set in a convent that experiences a plague of mice.,Percival Everett’s “James” is the favorite for the prestigious literary award. But the likes of Rachel Kushner’s “Creation Lake” or Samantha Harvey’s “Orbital” could take the prize instead.,Culture,2024-11-11
2024-11-11 10:03:40+00:00,How Do You Spell Rock Royalty? R.E.M.,"In a new biography, Peter Ames Carlin chronicles the rise of an indispensable band and the evolution of its music.","It takes a village to raise a rock band. That’s part of the premise of Peter Ames Carlin’s sensitive and well-made new biography, “The Name of This Band Is R.E.M.” The village was Athens, Ga., in the late 1970s and early ’80s, where an art and music scene thrived in the shadow of University of Georgia football.","In a new biography, Peter Ames Carlin chronicles the rise of an indispensable band and the evolution of its music.",BookReview,2024-11-11
2024-11-11 10:03:47+00:00,Army Private Is Identified Almost 80 Years After Death in World War II,Jeremiah P. Mahoney had been missing in action since 1945. His remains will be interred in Arlington National Cemetery in 2025.,"Seven months after the pivotal D-Day invasion of the French coast, a baby-faced Army private from Chicago and his anti-tank company were resupplying and reinforcing Allied forces for weeks along a 40-mile-wide front on the France-Germany border in early January 1945.",Jeremiah P. Mahoney had been missing in action since 1945. His remains will be interred in Arlington National Cemetery in 2025.,Express,2024-11-11
2024-11-11 10:03:51+00:00,"As Trump Threatens a Wider Trade War, the U.S. Confronts a Changed China","The Chinese economy is more dependent on exports, making tariffs more potent, yet it’s less reliant on American markets and increasingly bent on self-sufficiency.","Eight years ago, when a newly elected Donald J. Trump promised to apply the powers of the Oval Office to start a trade war with China, the target of his ire was widely viewed as a juggernaut. China was the indispensable factory floor to the world and a swiftly developing market for goods and services.","The Chinese economy is more dependent on exports, making tariffs more potent, yet it’s less reliant on American markets and increasingly bent on self-sufficiency.",Business,2024-11-11
2024-11-11 10:03:53+00:00,Do You Know What It Takes to Close on a New Home? Take Our Quiz.,The final step of a real estate purchase can be the most complicated.,The final step of a real estate purchase can be the most complicated.,The final step of a real estate purchase can be the most complicated.,Real Estate,2024-11-11
2024-11-11 10:03:57+00:00,The Trump Era Never Really Ended,Should we even call it a comeback?,"Bret Stephens: Hi, Gail. How are you feeling — despondent, energized, enraged, dumbstruck?",Should we even call it a comeback?,OpEd,2024-11-11
2024-11-11 10:04:06+00:00,Democrats Could Have Won. Our Excuses Mask a Devastating Reality.,"Many young voters didn’t perceive the tangible impact of their 2020 support for Joe Biden, which eroded their faith in the Democratic Party.",Inflation was too high. Turnout was too low. President Biden stayed in the race too long. His summer polling deficit was too steep to overcome.,"Many young voters didn’t perceive the tangible impact of their 2020 support for Joe Biden, which eroded their faith in the Democratic Party.",OpEd,2024-11-11
2024-11-11 10:04:07+00:00,What’s the Best Thing to Wear on a First Date?,A reader wonders if received wisdom about a certain “ideal outfit” still holds true. Our fashion critic offers a first-date fashion philosophy.,"First of all, there is no such thing as a single ideal outfit. People, of all ages, shapes, geographies and situations, are too gloriously varied. What I can offer, however, is a first-date fashion philosophy.",A reader wonders if received wisdom about a certain “ideal outfit” still holds true. Our fashion critic offers a first-date fashion philosophy.,Styles,2024-11-11
2024-11-11 10:04:39+00:00,"$865,000 Homes in California","A Queen Anne Revival-style house in Oakland, a manufactured home from 1962 in Newport Beach, and a one-bedroom condo in the Hollywood Hills.","This three-bedroom, three-bath house is in North Oakland, less than a mile from the waterfront shopping centers of Emeryville and less than two miles from the south side of Berkeley, Calif. A public library, a cocktail bar and an Ethiopian restaurant are all within a half mile, as is Temescal Creek Park. An outpost of the Berkeley Bowl market is five minutes away by car, and the campus of the University of California, Berkeley is 15 minutes away.","A Queen Anne Revival-style house in Oakland, a manufactured home from 1962 in Newport Beach, and a one-bedroom condo in the Hollywood Hills.",RealEstate,2024-11-11
2024-11-11 10:04:43+00:00,Trump and Musk: The Bromance That Cannot Last,"Now that he has been elected, Donald Trump will probably not honor the promises he made to Elon Musk.","So sorry, Elon Musk, but the bromance is not going to last. I know the president-elect put you on the phone with President Volodymyr Zelensky of Ukraine the night after the election. And I know that in Donald Trump’s victory speech, after obligatory but abbreviated nods to his “beautiful wife,” his “amazing children” and his “feisty” vice president-elect, he celebrated your super-genius as only he could, in a disjointed, discombobulated, wildly overextended paean and declaration of love. “Oh, let me tell you, we have a new star,” he said. “A star is born, Elon.”","Now that he has been elected, Donald Trump will probably not honor the promises he made to Elon Musk.",OpEd,2024-11-11
2024-11-11 10:04:49+00:00,Against Panic: A Survival Kit,"There is no cure for profound grief, but beauty and love and tenderness can walk alongside it and ease the solitude.","I had an elaborate itinerary for Election Day that I took to calling the Panic Abatement Plan. I’d walk in the woods early because temperatures are still breaking records down here. I’d stop by Parnassus Books, which would be full of kindred souls, and pick up my special order, Rachel Carson’s “The Sense of Wonder.” I’d visit the puppy room at the Nashville Humane Association. I’d have lunch with one friend, and I’d talk on the porch with another. I’d take my new book out to the yard and read while sugar maple leaves fell in golden drifts around me in the last light of day.","There is no cure for profound grief, but beauty and love and tenderness can walk alongside it and ease the solitude.",OpEd,2024-11-11
2024-11-11 11:00:03+00:00,"Wordle Review No. 1,242","Scroll down for hints and conversation about the puzzle for Nov. 12, 2024.","Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.","Scroll down for hints and conversation about the puzzle for Nov. 12, 2024.",Games,2024-11-11
2024-11-11 11:00:06+00:00,The Connections Companion No. 520,"Scroll down for hints and conversation about the puzzle for Tuesday, Nov. 12, 2024.","Good morning, dear connectors. Welcome to today’s Connections forum, where you can give and receive puzzle — and emotional — support.","Scroll down for hints and conversation about the puzzle for Tuesday, Nov. 12, 2024.",Games,2024-11-11
2024-11-11 11:00:14+00:00,"Trump Transition Stalls Over Ethics Code, and a New Russian Offensive","Plus, Saudi Arabia’s “sportswashing” controversy.",On Today’s Episode:,"Plus, Saudi Arabia’s “sportswashing” controversy.",Podcasts,2024-11-11
2024-11-11 11:00:16+00:00,Democrats Search for Answers,"After their election loss, the party’s leaders are pointing fingers and wrestling with what it stands for.","Democrats, devastated by their sweeping losses in the election, are starting to sift through the wreckage of their defeat.","After their election loss, the party’s leaders are pointing fingers and wrestling with what it stands for.",Podcasts,2024-11-11
2024-11-11 11:40:27+00:00,Democrats Who Won,We’re covering this year’s successful Democratic campaigns.,"In a very bad year for their party, some Democrats still figured out how to win tough races.",We’re covering this year’s successful Democratic campaigns.,NYTNow,2024-11-11
