pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-22 01:36:26+00:00,"As a Lobbyist, Bondi Had Clients Including Amazon, G.M., Uber and Qatar",President-elect Donald J. Trump’s new choice to be attorney general joined a powerhouse Republican firm after her second term as Florida’s attorney general.,"President-elect Donald J. Trump’s pick to be attorney general, Pam Bondi, is a lobbyist for a powerhouse Republican firm, for which she represented major corporations and foreign governments with interests before the U.S. government.",President-elect Donald J. Trump’s new choice to be attorney general joined a powerhouse Republican firm after her second term as Florida’s attorney general.,Washington,2024-11-22
2024-11-22 01:48:47+00:00,China’s Hacking Reached Deep Into U.S. Telecoms,The chairman of the Senate Intelligence Committee said hackers listened to phone calls and read texts by exploiting aging equipment and seams in the networks that connect systems.,"China’s recent breach of the innermost workings of the U.S. telecommunications system reached far deeper than the Biden administration has described, the chairman of the Senate Intelligence Committee said on Thursday, with hackers able to listen in on telephone conversations and read text messages.",The chairman of the Senate Intelligence Committee said hackers listened to phone calls and read texts by exploiting aging equipment and seams in the networks that connect systems.,Washington,2024-11-22
2024-11-22 02:00:08+00:00,"Review: In ‘Death Becomes Her,’ Spiking the Fountain of Youth",Hilarious star turns from Megan Hilty and Jennifer Simard make the mostly unfunny 1992 film into an intermittently memorable Broadway musical.,"Not since Alfred Lunt and Lynn Fontanne themselves performed there in 1958, leaving a trail of scrapes and bite marks in their wake, has Broadway’s Lunt-Fontanne Theater housed such equal-billing dragons as the ones Megan Hilty and Jennifer Simard play in “Death Becomes Her.” The musical, which opened on Thursday, stars the two comic treasures as lifelong frenemies for whom the “lifelong” part is an understatement. Their animosity is eternal.",Hilarious star turns from Megan Hilty and Jennifer Simard make the mostly unfunny 1992 film into an intermittently memorable Broadway musical.,Weekend,2024-11-22
2024-11-22 02:40:01+00:00,"Corrections: Nov. 22, 2024","Corrections that appeared in print on Friday, Nov. 22, 2024.","An article on Thursday about the prison sentence for Bill Hwang, the founder of Archegos Capital Management, misstated the office that prepared his presentencing report. It was prepared by the probation department, not by the prosecution.","Corrections that appeared in print on Friday, Nov. 22, 2024.",Corrections,2024-11-22
2024-11-22 02:56:04+00:00,Pam Bondi Is Trump’s New Choice for Attorney General. Here’s What to Know About Her.,"Florida’s first female state attorney general, she became a member of Donald Trump’s impeachment defense team and backed his false claims of election fraud in 2020.","President-elect Donald J. Trump quickly swept aside Thursday’s bad headlines about Matt Gaetz by speedily substituting Pam Bondi, a fellow Florida Republican with a starkly different profile — but a similar reputation for fealty — to be his attorney general.","Florida’s first female state attorney general, she became a member of Donald Trump’s impeachment defense team and backed his false claims of election fraud in 2020.",Washington,2024-11-22
2024-11-22 03:00:02+00:00,Field of Stars,Sarah Sinclair and Rafael Musa invite solvers to a tug of war.,Jump to: Tricky Clues,Sarah Sinclair and Rafael Musa invite solvers to a tug of war.,Games,2024-11-22
2024-11-22 03:00:07+00:00,‘The Blood Quilt’ Review: An Elaborate Tapestry,Katori Hall’s new play about sisters gathering after their mother’s death features standout performances but an overabundance of themes.,"Quilting is about more than just fabric and stitches; it’s about blood, love, memory and trauma. That’s the premise at the center of Katori Hall’s “The Blood Quilt” at Lincoln Center, about four sisters gathering to complete a quilt three weeks after their mother’s death. The play itself a beautiful patchwork of themes and ideas that feel packed to the seams.",Katori Hall’s new play about sisters gathering after their mother’s death features standout performances but an overabundance of themes.,Culture,2024-11-22
2024-11-22 03:36:00+00:00,"Police in New Jersey’s Capital Violate Residents’ Rights, U.S. Finds","Officers in Trenton have caused the deaths of innocent people, a Justice Department report found, citing a fatality that occurred after officers pushed a man’s face into the ground.","Police officers in Trenton, N.J., systematically violate the constitutional rights of the city’s residents, conduct illegal searches and needlessly escalate peaceful interactions into violence, the U.S. Department of Justice found in a report published Thursday.","Officers in Trenton have caused the deaths of innocent people, a Justice Department report found, citing a fatality that occurred after officers pushed a man’s face into the ground.",Metro,2024-11-22
2024-11-22 04:59:00+00:00,Quote of the Day: Crypto Entrepreneur Pays $6.2 Million for Banana-as-Art,"Quotation of the Day for Friday, November 22, 2024",“I bet the Sotheby’s staff absolutely can’t wait to stop having to listen to banana jokes and pretend like it’s the first time they heard them.”,"Quotation of the Day for Friday, November 22, 2024",Summary,2024-11-22
2024-11-22 05:00:17+00:00,‘Star Wars’ Actress Finds the ‘Cool Nerd’ She Sought. A ‘Bridgerton’ Wedding Followed.,"Philicia Saunders and Jordan Wilson discovered a mutual love of cosplay, anime, video games — and, eventually, each other.",“I’m literally a walking nerd billboard.” That’s how Jordan Alexander Wilson describes himself.,"Philicia Saunders and Jordan Wilson discovered a mutual love of cosplay, anime, video games — and, eventually, each other.",Styles,2024-11-22
2024-11-22 05:00:27+00:00,Their Life as a Classic Movie (With a Modern Twist),"Sydney Reade and Samuel Zweighaft, both fans of the TCM channel, met four years ago. Their first conversation lasted four hours.","Sydney Dana Reade was drawn to Samuel Bennett Zweighaft’s Hinge profile in mid-January 2021 after seeing the initials TCM, which she immediately recognized as Turner Classic Movies, the classic film TV channel.","Sydney Reade and Samuel Zweighaft, both fans of the TCM channel, met four years ago. Their first conversation lasted four hours.",Styles,2024-11-22
2024-11-22 05:00:27+00:00,Sharing More Than a Last Name,"Haley Cohen and Jason Cohen met briefly as children, then matched on an app as adults. “It just seemed like fate,” the groom said.","When Haley Alexandra Cohen and Jason Dean Cohen were matched on the Jewish dating app JSwipe in November 2019, they instantly realized that their connection went back years — to when they were 8, to be exact.","Haley Cohen and Jason Cohen met briefly as children, then matched on an app as adults. “It just seemed like fate,” the groom said.",Styles,2024-11-22
2024-11-22 05:00:37+00:00,"Six Weeks After Their First Date, They Moved to Paris","Soon after they met, Delanie Linden and Zack Burton took a leap of faith and flew to France. There, they fell in love.","When Delanie Joy Linden first saw Zachary Florentino Murguía Burton, he was lost.","Soon after they met, Delanie Linden and Zack Burton took a leap of faith and flew to France. There, they fell in love.",Styles,2024-11-22
2024-11-22 05:00:38+00:00,When the Cost of Being Unmarried Is Too High,"In an uncertain world, a marriage skeptic comes around.","In February 2022, a few days after Russia invaded Ukraine, I sent my partner a panicked text: “Maybe we should get married.”","In an uncertain world, a marriage skeptic comes around.",Styles,2024-11-22
2024-11-22 05:01:11+00:00,Britain Faces a Dilemma: Cozy Up to Trump or Reconnect With Europe?,A Trump administration may force Prime Minister Keir Starmer to choose between his country’s most powerful ally and its biggest trading partner.,When Prime Minister Keir Starmer of Britain joined President Emmanuel Macron of France in Paris last week to celebrate Armistice Day — the first British leader to do so since Winston Churchill in 1944 — it was a striking illustration of his Labour government’s desire to reset relations with Europe.,A Trump administration may force Prime Minister Keir Starmer to choose between his country’s most powerful ally and its biggest trading partner.,Foreign,2024-11-22
2024-11-22 05:10:27+00:00,Friday Briefing,Donald Trump’s new choice for attorney general.,"Hours after Matt Gaetz abruptly withdrew from consideration as attorney general, President-elect Donald Trump announced that he would nominate Pam Bondi, a former Florida attorney general, for the role.",Donald Trump’s new choice for attorney general.,NYTNow,2024-11-22
2024-11-22 05:29:26+00:00,Chuck Scarborough to Step Down as WNBC News Anchor After 50-Year Career,"The celebrated broadcaster, who started at the New York station in 1974, announced that he would wrap up his anchoring career on Dec. 12.","Chuck Scarborough, the broadcaster who for 50 years brought New Yorkers news of blizzards, financial collapses, terror attacks and assassinations, said Thursday that he would step down from his anchoring duties at WNBC.","The celebrated broadcaster, who started at the New York station in 1974, announced that he would wrap up his anchoring career on Dec. 12.",Express,2024-11-22
2024-11-22 06:00:04+00:00,What Democrats Are Getting Wrong About Transgender Rights,Trans rights aren’t just trans rights. They’re reproductive rights.,"In the wake of an election in which Donald Trump stoked fear about trans people — as in the much-discussed ad that warned “Kamala is for they/them. President Trump is for you” — Democrats are now debating how much the issue of trans rights hurt them and how fast they should retreat from it. Which is remarkable, because throughout her brief campaign, Kamala Harris was all but silent on the subject. It’s not clear how much further Democrats could actually retreat.",Trans rights aren’t just trans rights. They’re reproductive rights.,OpEd,2024-11-22
2024-11-22 06:52:36+00:00,Late Night Can’t Believe Matt Gaetz Won’t Be Attorney General,"Jimmy Kimmel said the scandal-ridden ex-congressman’s withdrawal was “exciting news for Judge Jeanine Pirro, who will be our next attorney general.”","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. Here are the 50 best movies on Netflix right now.","Jimmy Kimmel said the scandal-ridden ex-congressman’s withdrawal was “exciting news for Judge Jeanine Pirro, who will be our next attorney general.”",Culture,2024-11-22
2024-11-22 07:00:02+00:00,Word of the Day: provost,This word has appeared in 87 articles on NYTimes.com in the past year. Can you use it in a sentence?,"The word provost has appeared in 87 articles on NYTimes.com in the past year, including on Aug. 15 in “Harvard Names Conservative Legal Scholar as Permanent Provost” by Anemona Hartocollis:",This word has appeared in 87 articles on NYTimes.com in the past year. Can you use it in a sentence?,Learning,2024-11-22
2024-11-22 08:00:04+00:00,Spelling Bee Forum,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",Feeling stuck on today’s puzzle? We can help.,Games,2024-11-22
2024-11-22 08:00:14+00:00,"After Banning Booze for 120 Years, a Town Prepares to Open the Tap","Haddon Heights, N.J., voted to issue liquor licenses for the first time in its history. Not everyone is happy.","As suburbs go, Haddon Heights, N.J., has a lot to recommend it. Kids can walk to school and play safely under leafy trees. It’s close to Philadelphia, but full of small-town charm. It has an almost century-old grocery store, good restaurants, plenty of longtime residents and small business owners who know one another by name.","Haddon Heights, N.J., voted to issue liquor licenses for the first time in its history. Not everyone is happy.",Metro,2024-11-22
2024-11-22 08:00:16+00:00,"New York’s Soccer Clubs Meet in a Playoff, and the Loathing Is Mutual","The Red Bulls and the New York City Football Club face one another on Saturday. Much of the metro area is blasé, but the fan bases are frothing.",It does not produce the passions stirred by Barcelona versus Madrid. It does not make New York stop dead like Buenos Aires does when River Plate plays Boca Juniors. It does not even match the historical enmity of Islanders-Rangers hockey at Madison Square Garden.,"The Red Bulls and the New York City Football Club face one another on Saturday. Much of the metro area is blasé, but the fan bases are frothing.",Metro,2024-11-22
2024-11-22 08:00:19+00:00,A Surprise,"Tell us a story, real or made up, that is inspired by this image.","Use your imagination to write the opening of a short story or poem inspired by this illustration, or describe a memory from your own life that this image makes you think of.","Tell us a story, real or made up, that is inspired by this image.",Learning,2024-11-22
2024-11-22 08:00:22+00:00,The Liberal New Yorkers Who Say They’re Tuning Out the News,"In the wake of the election, some New York City news addicts are quitting cold turkey. Can they really keep it up?","Since the presidential election more than two weeks ago, it has been common to hear certain kinds of left-leaning, reflective New Yorkers declare that they were breaking up with the news. The prospect of a second Trump administration with all the anticipated chaos felt like too much — they were drained, exhausted, resigned, ready to choose a plaintive ignorance. These were high-information voters who mainlined political coverage through every available 21st- century platform; a month ago they would have been able to give you the over-under on statehouse races in rural Ohio.","In the wake of the election, some New York City news addicts are quitting cold turkey. Can they really keep it up?",Metropolitan,2024-11-22
2024-11-22 08:01:07+00:00,‘Spellbound’ Review: Borrowed Wonder,"Any magic this animated musical has feels distinctly, almost insultingly poached.","Princess Ellian, heir to the throne of Lumbria, has a problem: A year earlier, her parents, traveling through the Dark Forest of Eternal Darkness, fell under a curse. That sort of thing happens when you’re passing through a wood “so dark they named it twice” — but let’s not cast blame. The curse transformed the king and queen into roaring, rampaging monsters. They can’t comprehend much or speak, but they can be distracted with chew toys.","Any magic this animated musical has feels distinctly, almost insultingly poached.",Weekend,2024-11-22
2024-11-22 09:38:07+00:00,"An Asteroid’s Destruction May Have Given Mars Rings, Then Moons",Scientists simulated a situation that may offer an improved explanation for how the Red Planet ended up with small Phobos and tiny Deimos.,"Something’s not quite right about the moons of Mars. They are too small — Phobos is 17 miles across, and Deimos is a mere nine miles in length. And they aren’t round, but lumpy, misshaped objects. Frankly, they don’t resemble moons at all.",Scientists simulated a situation that may offer an improved explanation for how the Red Planet ended up with small Phobos and tiny Deimos.,Science,2024-11-22
2024-11-22 10:00:14+00:00,"A Stroke Paralyzed Jesse Malin. Next Month, He’ll Stand Onstage Again.",The New York rock stalwart suffered a rare spinal stroke at a dinner party last year. His journey back to music has been filled with painful challenges and hope.,"On a September afternoon in his East Village apartment, Jesse Malin was learning to stand up in front of a microphone. He pressed his right hand on his knee and grabbed a mic stand with his left. A physical therapist stood behind him in case he started to fall. He wore a yellow T-shirt emblazoned with a Lion of Judah, a Rasta symbol that gave him inspiration.",The New York rock stalwart suffered a rare spinal stroke at a dinner party last year. His journey back to music has been filled with painful challenges and hope.,Arts&Leisure,2024-11-22
2024-11-22 10:00:34+00:00,Explore Your Roots: How to Plan a Family Heritage Trip,"Online tools are helping Americans travel abroad to discover their ancestry, seek out relatives and obtain documentation for dual citizenship. Here are tips for your journey.","In the second season of the TV show “The White Lotus,” three generations of a fictional American family travel to Sicily to try to reconnect with their ancestral roots. Though their journey goes hilariously wrong at times, heritage trips like theirs have become serious business.","Online tools are helping Americans travel abroad to discover their ancestry, seek out relatives and obtain documentation for dual citizenship. Here are tips for your journey.",Travel,2024-11-22
2024-11-22 10:00:34+00:00,6 Minutes. 62 People. 1 Epic ‘Sunset Boulevard’ Sequence.,"Down the stairs, out the doors and onto the sidewalk, a Broadway show hits the street. Here’s how they pull it off.","A group of young men and women, all dressed in black, marches down a busy street in the heart of Times Square. Walking in formation, they dodge parked cars, bicycles and pedestrians, as the man leading them belts out a song.","Down the stairs, out the doors and onto the sidewalk, a Broadway show hits the street. Here’s how they pull it off.",Arts&Leisure,2024-11-22
2024-11-22 10:00:52+00:00,"The World Chess Champion Could Lose His Title, and It Might Not Be Close","Chess’s biggest event starts next week. The reigning champion, Ding Liren, is seen as an underdog compared to an 18-year-old competitor.",Never has a chess world championship titleholder seemed as vulnerable.,"Chess’s biggest event starts next week. The reigning champion, Ding Liren, is seen as an underdog compared to an 18-year-old competitor.",Express,2024-11-22
2024-11-22 10:00:53+00:00,Jon M. Chu Waited 20 Years for the Chance to Direct ‘Wicked’,He never doubted it would work as a movie. He just hoped he would be the one to film it: “I have my own experiences with being green.”,"On a recent morning, Jon M. Chu was in his office in the Toluca Lake neighborhood of Los Angeles, describing what it was like to direct “Defying Gravity,” the thrilling finale of his forthcoming adaptation of “Wicked.” In the Broadway version of the scene, the green-hued Elphaba, a.k.a. the Wicked Witch of the West, rises above the stage atop a huge platform, its mechanical guts hidden behind an enormous black cape. Onstage, the effect is showstopping.",He never doubted it would work as a movie. He just hoped he would be the one to film it: “I have my own experiences with being green.”,Arts&Leisure,2024-11-22
2024-11-22 10:01:06+00:00,"For a Raw Portrait of War, Look to Palestinian Poets","In their new collections, Mosab Abu Toha and Najwan Darwish share unvarnished views of destruction, displacement and loss.","Mosab Abu Toha held his hands six inches apart to demonstrate the flattening of his home in Gaza on Oct. 28, 2023.","In their new collections, Mosab Abu Toha and Najwan Darwish share unvarnished views of destruction, displacement and loss.",Books,2024-11-22
2024-11-22 10:01:06+00:00,Two Picture Books That Set the Table for an Object Lesson,Sometimes a spoon is just a spoon.,"The spoon’s best-known role in the annals of children’s literature is as the dish’s paramour. But the spoon can be more than a consort. In Amy Krause Rosenthal’s classic tale of identity crisis, the titular implement has thoughts and feelings. (Spoon wants to be a fork.) It is exceedingly rare, however, for this most well-rounded of utensils to be considered not a character with agency but an object to use — you know, like a spoon. In part that’s because we tend to remake everything in our own image, as if it’s somehow comforting — rather than terrifying — to think of spoons (and sausages and scissors and seeds) as sentient. It’s also infinitely more difficult to craft a narrative around a soulless, spoony spoon: humble, edgeless, concave, mute.",Sometimes a spoon is just a spoon.,BookReview,2024-11-22
2024-11-22 10:01:44+00:00,The Complexities of Fighting for Democracy,"“Night Is Not Eternal,” which follows the Cuban activist Rosa María Payá, is the rare nuanced political documentary that is likely to challenge every viewer’s perspective.","If you’ve watched a lot of political documentaries, especially those that deal with American politics, I think you’ll agree with me on this: Many, if not most, are overly simplistic. It’s just hard to explain the current social and cultural moment, or adequately chronicle the rise of a controversial figure, in a couple of hours. Most often I find they fall along ideological lines with easy answers, rarely challenging partisan orthodoxies or prodding the viewer into new mental territory.","“Night Is Not Eternal,” which follows the Cuban activist Rosa María Payá, is the rare nuanced political documentary that is likely to challenge every viewer’s perspective.",Culture,2024-11-22
2024-11-22 10:01:58+00:00,Let’s End This Turkey Pardoning Nonsense,President Biden should cancel the Thanksgiving tradition of pardoning a turkey.,"Someone at the National Turkey Federation once had an idea: Let’s send a live turkey to Harry Truman for a presidential holiday feast! Previously, some individual turkey producers had sent their products to the president to promote them, but the greater resources of the National Turkey Federation meant that the story could be promoted more effectively.",President Biden should cancel the Thanksgiving tradition of pardoning a turkey.,OpEd,2024-11-22
2024-11-22 10:01:59+00:00,Inside the Deadliest Job in America,Logging has long been a way of life for rural communities in the Pacific Northwest and South. It also comes with grave risk.,"Mostly employed in densely forested pockets of the Pacific Northwest and the South, loggers have the highest rate of fatal on-the-job injuries of any civilian occupation in the nation, outpacing roofers, hunters and underground mining machine operators.",Logging has long been a way of life for rural communities in the Pacific Northwest and South. It also comes with grave risk.,Business,2024-11-22
2024-11-22 10:02:01+00:00,"$650,000 Homes in Normandy, France","A renovated thatched-roof cottage, a stone house with a glass pavilion, and a restored 19th-century fisherman’s cottage in Villerville.","Made of mud and straw, the thatched roof atop this four-bedroom, one-bathroom cottage is designed to retain heat during winter and to cool the interiors in the summer. The sellers, a couple from the south of France, bought the 1970s house from a French architect who completed an extensive renovation in 2022.","A renovated thatched-roof cottage, a stone house with a glass pavilion, and a restored 19th-century fisherman’s cottage in Villerville.",RealEstate,2024-11-22
2024-11-22 10:02:08+00:00,"Twists and Turns in Sept. 11 Plea Process Are Agonizing, Families Say","No matter whether they prefer a trial or swift resolution, relatives of victims of the attacks consider the on-again, off-again plea deal to be cruel.","Families of the nearly 3,000 victims of the Sept. 11, 2001, attacks may be divided over whether the man accused of being the mastermind of the plot should someday face a death penalty trial or be allowed to plead guilty in exchange for life in prison.","No matter whether they prefer a trial or swift resolution, relatives of victims of the attacks consider the on-again, off-again plea deal to be cruel.",Washington,2024-11-22
2024-11-22 10:02:17+00:00,The Flag That Covered Lincoln’s Coffin Goes Up for Auction,"The Museum of Southern History in Florida is selling the flag, which will be auctioned off by Guernsey’s, along with other Lincoln memorabilia.",Good morning. Today we’ll look at the flag that covered Abraham Lincoln’s coffin on the funeral train in 1865. It is on the auction block in New York. We’ll also get details on a major housing plan that is now headed for a vote by the full City Council.,"The Museum of Southern History in Florida is selling the flag, which will be auctioned off by Guernsey’s, along with other Lincoln memorabilia.",Metro,2024-11-22
2024-11-22 10:02:21+00:00,"Facing 8 Years in Prison, a Director Flees Iran",Mohammad Rasoulof had to make the most difficult decision of his life.,"In the early months of 2024, a few weeks into the shooting of his new film, “The Seed of the Sacred Fig,” Mohammad Rasoulof learned that his lawyers received a letter. Iran’s Islamic Revolutionary Court had processed his case, composed of several charges against his previous movies and activism, and sentenced him to eight years in prison. Rasoulof asked his lawyers how much time he had before the authorities took him in. The process of filing an appeal, they told him, could take up to two months. He still had some time.",Mohammad Rasoulof had to make the most difficult decision of his life.,Magazine,2024-11-22
2024-11-22 10:02:23+00:00,How Saudi Arabia Is Stalling Global Climate Talks,"Despite endorsing a transition away from fossil fuels last year, Saudi Arabia has since worked to undermine it, diplomats say. Lisa Friedman, a New York Times reporter covering climate policy and politics, describes how the opposition is unlike anything climate negotiators say they’ve seen before.","Despite endorsing a transition away from fossil fuels last year, Saudi Arabia has since worked to undermine it, diplomats say. Lisa Friedman, a New York Times reporter covering climate policy and politics, describes how the opposition is unlike anything climate negotiators say they’ve seen before.","Despite endorsing a transition away from fossil fuels last year, Saudi Arabia has since worked to undermine it, diplomats say. Lisa Friedman, a New York Times reporter covering climate policy and politics, describes how the opposition is unlike an...",,2024-11-22
2024-11-22 10:02:28+00:00,We Wanted a ‘Grand New Party.’ Trump Delivered.,Ross Douthat and Reihan Salam had a vision for how Republicans could reclaim the working class. They never expected Trump to fulfill it.,"On this episode of “Matter of Opinion,” Ross Douthat is joined by his good friend Reihan Salam, a former housemate and co-author and the president of the Manhattan Institute. As young conservatives, the two teamed up in the waning days of the George W. Bush era to write “Grand New Party: How Republicans Can Win the Working Class and Save the American Dream.”",Ross Douthat and Reihan Salam had a vision for how Republicans could reclaim the working class. They never expected Trump to fulfill it.,OpEd,2024-11-22
2024-11-22 10:02:33+00:00,How a Tale of Sean Combs Sex Tapes Landed One Man in Court,"Courtney Burgess, a one-time music industry bit player, said he had videos showing encounters involving celebrities. Prosecutors recently subpoenaed him.","In federal court, the music mogul Sean Combs is facing a sweeping indictment that accuses him of running a criminal enterprise that engaged in sex trafficking and racketeering conspiracy.","Courtney Burgess, a one-time music industry bit player, said he had videos showing encounters involving celebrities. Prosecutors recently subpoenaed him.",Culture,2024-11-22
2024-11-22 10:02:35+00:00,"Trump Gained 95,000 Votes in New York City. Democrats Lost Half a Million.","In every neighborhood in New York City, from Red Hook in Brooklyn to Riverdale in the Bronx, Vice President Kamala Harris received markedly fewer votes than Joseph R. Biden, Jr., did in 2020, while in most neighborhoods, Donald J. Trump notched modest increases.","In every neighborhood in New York City, from Red Hook in Brooklyn to Riverdale in the Bronx, Vice President Kamala Harris received markedly fewer votes than Joseph R. Biden, Jr., did in 2020, while in most neighborhoods, Donald J. Trump notched modest increases.","In every neighborhood in New York City, from Red Hook in Brooklyn to Riverdale in the Bronx, Vice President Kamala Harris received markedly fewer votes than Joseph R. Biden, Jr., did in 2020, while in most neighborhoods, Donald J. Trump notched mo...",Graphics,2024-11-22
2024-11-22 10:02:37+00:00,"The High Risk, High Reward Trump Market","Faced with unconventional and disruptive proposals, investors are figuring out how to place their bets.","Markets abhor uncertainty. That bit of Wall Street wisdom helps explain their ebb and flow since Donald J. Trump’s victory on Election Day, and even earlier.","Faced with unconventional and disruptive proposals, investors are figuring out how to place their bets.",SundayBusiness,2024-11-22
2024-11-22 10:02:57+00:00,"Creating New Cinematic Languages, Without Words",“Flow” is the latest dialogue-free animated film to look to movement and sound to express its characters’ emotions.,"Like Noah’s Ark minus the humans, a vessel carrying an odd bunch of creatures is afloat after a flood in the immersive computer-animated film “Flow.” Led by a black cat, the group faces the dangers of nature together, often struggling to get along yet communicating entirely without dialogue.",“Flow” is the latest dialogue-free animated film to look to movement and sound to express its characters’ emotions.,Culture,2024-11-22
2024-11-22 10:02:57+00:00,The Fleeting Comforts of the Celebrity Look-Alike Contest,The culture-wide search for doubles of famous men is an election-season gift: an apolitical democratic event where — for a brief moment — everybody wins.,"It may be a coincidence that the celebrity look-alike competition returned to prominence just as American citizens were voting in what some called “the most significant presidential election in our lifetimes.” But once it happened, the appeal was obvious. Here was a different kind of democratic event: a totally insignificant one, in which attractive men with slightly off-kilter features were lined up in public and ranked by the roaring crowd.",The culture-wide search for doubles of famous men is an election-season gift: an apolitical democratic event where — for a brief moment — everybody wins.,Culture,2024-11-22
