pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-13 00:00:03+00:00,‘Hot Frosty’ Review: The 8 Abs of Christmas,A hunky snowman comes to life in this Netflix holiday rom-com that strikes a certain muscle tone.,Here’s the pitch for “Hot Frosty”: A widow wraps an enchanted scarf around a hunky snowman who springs to life and professes his love. Here are the two possible audience reactions: “How dumb!” and “How dumb — can’t wait to watch!”,A hunky snowman comes to life in this Netflix holiday rom-com that strikes a certain muscle tone.,Weekend,2024-11-13
2024-11-13 00:00:08+00:00,‘Fossil Fuels Are Still Winning’: Global Emissions Head for a Record,"Countries promised to move away from coal, oil and natural gas at last year’s climate summit. New research shows they’re burning more than ever before.","One year after world leaders made a splashy promise to shift away from fossil fuels, countries are burning more oil, natural gas and coal than ever before, researchers said this week.","Countries promised to move away from coal, oil and natural gas at last year’s climate summit. New research shows they’re burning more than ever before.",Climate,2024-11-13
2024-11-13 00:10:25+00:00,"5 Years After Killing Driver, Officer Fights at Trial to Keep His Job","In an internal trial, Lt. Jonathan Rivera of the New York Police Department faces charges that he acted rashly when he shot Allan Feliz during an altercation.",The deadly stop began over an unfastened seatbelt.,"In an internal trial, Lt. Jonathan Rivera of the New York Police Department faces charges that he acted rashly when he shot Allan Feliz during an altercation.",Metro,2024-11-13
2024-11-13 00:26:04+00:00,"Trump Picks Pete Hegseth, a Veteran and Fox News Host, for Defense Secretary","The choice of Mr. Hegseth, a dedicated supporter of the president-elect in his first term, is outside the norm of the traditional choice for the post.","President-elect Donald J. Trump on Tuesday chose Pete Hegseth, a Fox News host and veteran of the wars in Iraq and Afghanistan, to be his next defense secretary, elevating a television ally to run the Pentagon and lead 1.3 million active-duty troops.","The choice of Mr. Hegseth, a dedicated supporter of the president-elect in his first term, is outside the norm of the traditional choice for the post.",Washington,2024-11-13
2024-11-13 00:41:34+00:00,Staten Island St. Patrick’s Day Parade Ends 60-Year Ban on Gay Groups,"After years of controversy and boycotts, the parade’s organizers said it was time to change the exclusionary policy.","The original St. Patrick’s Day parade on Staten Island will welcome L.G.B.T.Q. groups for the first time in its 60-year history, ending a standoff between the borough’s gay community and the committee that organizes the parade.","After years of controversy and boycotts, the parade’s organizers said it was time to change the exclusionary policy.",Metro,2024-11-13
2024-11-13 00:47:03+00:00,U.S. Destroyer That Sank During World War II Is Found Off Australian Coast,More than 200 servicemen were killed when the U.S.S. Edsall was struck by Japanese dive bombers in March 1942.,"The U.S.S. Edsall, an American destroyer that played an important role early in the Pacific theater during World War II and was sunk by Japanese forces, killing more than 200 American servicemen, has been found at the bottom of the Indian Ocean near Australia, the U.S. government announced on Monday.",More than 200 servicemen were killed when the U.S.S. Edsall was struck by Japanese dive bombers in March 1942.,Express,2024-11-13
2024-11-13 00:51:39+00:00,Once They Were Neocons. Now Trump’s Foreign Policy Picks Are All ‘America First.’,"President-elect Donald J. Trump is considering nominees who fit more comfortably within his often erratic worldview, in which deal-making reigns over ideology.",The Republican Party used to have a label for the kind of foreign policy hawk that President-elect Donald J. Trump named on Tuesday as his national security adviser and is considering as his secretary of state: neocons.,"President-elect Donald J. Trump is considering nominees who fit more comfortably within his often erratic worldview, in which deal-making reigns over ideology.",Washington,2024-11-13
2024-11-13 00:55:53+00:00,Trump Picks Kristi Noem for Homeland Security Secretary,"Ms. Noem, the governor of South Dakota, would play a major role in carrying out the president-elect’s promises to crack down on the border and deport millions of people.","President-elect Donald J. Trump selected Gov. Kristi Noem of South Dakota on Tuesday to run the Homeland Security Department, a critical position in charge of the nation’s immigration system.","Ms. Noem, the governor of South Dakota, would play a major role in carrying out the president-elect’s promises to crack down on the border and deport millions of people.",Washington,2024-11-13
2024-11-13 00:59:22+00:00,"Airport Food Prices, Already High, Are Set to Rise in New York Area",The three big airports that serve New York City have proposed allowing concession prices to rise and adding a surcharge to cover higher wages and improved worker benefits.,"The prices of food and drinks in the airports that serve New York City, already a pet peeve of many travelers, are set to take a sharp upward turn next year.",The three big airports that serve New York City have proposed allowing concession prices to rise and adding a surcharge to cover higher wages and improved worker benefits.,Metro,2024-11-13
2024-11-13 01:00:04+00:00,Cook What You Love (Pies),"This year’s batch of Thanksgiving pies is particularly lovable: butterscotch banana cream pie, coffee and maple chess pie and pomegranate cardamom apple pie, to name a few.","I was 16 when I had mashed potatoes for the first time. My family never made them, opting instead for a rice stuffing at Thanksgiving — my mom’s dish is sort of like this recipe from Genevieve Ko. But that year I was a guest at a friend’s house for the holiday. I ate three helpings.","This year’s batch of Thanksgiving pies is particularly lovable: butterscotch banana cream pie, coffee and maple chess pie and pomegranate cardamom apple pie, to name a few.",Dining,2024-11-13
