pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-30 10:01:02+00:00,Fashion’s Last Great Weirdo,"With a new store in Los Angeles, a Levi’s collaboration and a growing international presence, Kiko Kostadinov is building that rarest thing in fashion: an independent, family-run empire.","In the past year, the fashion designer Kiko Kostadinov began to feel that everyone wanted to talk about one thing: money.","With a new store in Los Angeles, a Levi’s collaboration and a growing international presence, Kiko Kostadinov is building that rarest thing in fashion: an independent, family-run empire.",Styles,2024-11-30
2024-11-30 10:01:59+00:00,"For Rising Democrats, the Quiet Race to Lead the Party Began Months Ago","As Kamala Harris dominated attention on the 2024 trail, ambitious Democrats were also blanketing the country, building relationships that could pay dividends in the fight for the party’s future.","In Texas, Gov. Gretchen Whitmer of Michigan paid homage to Beyoncé, a Houston native, and told a room full of Democratic activists about the party’s successes in her state.","As Kamala Harris dominated attention on the 2024 trail, ambitious Democrats were also blanketing the country, building relationships that could pay dividends in the fight for the party’s future.",Politics,2024-11-30
2024-11-30 10:01:59+00:00,How ‘Death Becomes Her’ Changed the Way Movies Look,"The loony 1992 comedy’s visual effects broke new ground (along with Meryl Streep’s neck). With the film’s Broadway musical adaptation, a look at its enduring legacy.","A tagline for the 1992 release of “Death Becomes Her” billed the film as “Your basic black comedy.” In truth, it was anything but: A screwball mélange of satire, slapstick and gonzo body horror, the movie would have been notable enough for starring two Oscar-winning actresses, Meryl Streep and Goldie Hawn, as lifelong frenemies who find immortality — and all the curses that come with it — via a magic elixir. (And for the fact that Bruce Willis, a die-hard paragon of broody masculinity, played the hapless, bumbling cuckold caught between them.)","The loony 1992 comedy’s visual effects broke new ground (along with Meryl Streep’s neck). With the film’s Broadway musical adaptation, a look at its enduring legacy.",Culture,2024-11-30
2024-11-30 10:02:07+00:00,How Kennedy Has Worked Abroad to Weaken Global Public Health Policy,"The health secretary pick and his organization have worked around the world to undermine longstanding policies on measles, AIDS and more.","Robert F. Kennedy Jr., who is in line to lead the Department of Health and Human Services in the next Trump administration, is well-known for promoting conspiracy theories and vaccine skepticism in the United States.","The health secretary pick and his organization have worked around the world to undermine longstanding policies on measles, AIDS and more.",Foreign,2024-11-30
2024-11-30 10:02:10+00:00,Flip Taxes: What Can Your Co-op Board Get Away With?,"Transfer fees, a.k.a. flip taxes, typically fund upgrades and improvements in co-op buildings. But how much is too much?","Q: In our 10-unit South Harlem co-op, the new board announced an initiative to raise the flip tax from 2 percent to 7 percent of the gross sale price, but has not voted on it. Meanwhile, a sale has been pending for months, waiting for board approval. The seller’s lawyer sent a letter addressing the suspicious timing of the flip tax announcement and delays in the sale. After initially rejecting the buyers, the board is now accepting them — contingent on the sellers placing an extra 5 percent flip tax in escrow for a year, which would allow the board to claim the money if they raise the flip tax. Is this legal?","Transfer fees, a.k.a. flip taxes, typically fund upgrades and improvements in co-op buildings. But how much is too much?",RealEstate,2024-11-30
2024-11-30 10:02:11+00:00,Turbulence on an Airplane From a Storm Can Start Earlier Than You Think,This is your captain speaking: You may need to buckle those seatbelts a lot sooner than you’re used to.,"Rattled nerves and spilled drinks are the most common outcomes of a choppy flight, but intense air turbulence can also cause bodily harm. And while one well-known cause of air turbulence is thunderstorms, it’s poorly understood how far from a tempest shaky conditions are likely to persist.",This is your captain speaking: You may need to buckle those seatbelts a lot sooner than you’re used to.,Science,2024-11-30
2024-11-30 10:02:14+00:00,"After Democratic Losses, a Little-Known Lawmaker Wants to Lead the Party","State Senator James Skoufis of New York is mounting a long-shot bid for D.N.C. chair, hoping his record of success in Trump country proves persuasive to party insiders.","State Senator James Skoufis of New York announced on Saturday what is certain to be a long-shot bid to become chairman of the Democratic National Committee, pitching himself as an outsider candidate who has won in a part of the country where President-elect Donald J. Trump prevailed.","State Senator James Skoufis of New York is mounting a long-shot bid for D.N.C. chair, hoping his record of success in Trump country proves persuasive to party insiders.",Politics,2024-11-30
2024-11-30 10:02:18+00:00,"Democrats Weigh Dumping Nadler, Regrouping to Counter Trump",Some House Democrats want to oust aging committee leaders like Representative Jerrold Nadler in favor of younger lawmakers who they see as better suited to take on the president.,"House Democrats are considering pushing aside some of their most senior leaders from top posts in the next Congress, driven by a worry that aging members are not up to the task of countering President-elect Donald J. Trump and his loyal Republican allies in Congress.",Some House Democrats want to oust aging committee leaders like Representative Jerrold Nadler in favor of younger lawmakers who they see as better suited to take on the president.,Washington,2024-11-30
2024-11-30 10:02:20+00:00,Israel-Hezbollah Cease-Fire Rests on a Wobbly Linchpin: Lebanon’s Army,The Lebanese Army is tasked with ensuring that Hezbollah abides by the cease-fire. It has failed at that task before.,"The fragile peace between Israel and Hezbollah largely hangs on 10,000 soldiers in the Lebanese Army.",The Lebanese Army is tasked with ensuring that Hezbollah abides by the cease-fire. It has failed at that task before.,Foreign,2024-11-30
2024-11-30 10:06:57+00:00,Rebels Seize Control Over Most of Syria’s Largest City,The rapid advance on Aleppo came just four days into a surprise opposition offensive that is the most intense escalation in years in the civil war.,"Rebels had seized most of Syria’s largest city, Aleppo, as of Saturday, according to a war monitoring group and to fighters who were combing the streets in search of any remaining pockets of government forces.",The rapid advance on Aleppo came just four days into a surprise opposition offensive that is the most intense escalation in years in the civil war.,Foreign,2024-11-30
2024-11-30 11:00:02+00:00,"Wordle Review No. 1,261","Scroll down for hints and conversation about the puzzle for Dec. 1, 2024.","Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.","Scroll down for hints and conversation about the puzzle for Dec. 1, 2024.",Games,2024-11-30
2024-11-30 11:00:02+00:00,The Connections Companion No. 539,"Scroll down for hints and conversation about the puzzle for Sunday, Dec. 1, 2024.","Good morning, dear connectors. Welcome to today’s Connections forum, where you can give and receive puzzle — and emotional — support.","Scroll down for hints and conversation about the puzzle for Sunday, Dec. 1, 2024.",Games,2024-11-30
2024-11-30 11:00:05+00:00,"For Canada, Trade Tumult From Trump’s Return Has Begun","While the president-elect says he will impose a 25 percent tariff on everything Canada exports, Trudeau remains confident about forestalling that outcome.",The week began with President-elect Donald J. Trump threatening to impose a 25 percent tariff on everything that Canada exports to the United States. It ended with Prime Minister Justin Trudeau flying down to join him for dinner at Mar-a-Lago.,"While the president-elect says he will impose a 25 percent tariff on everything Canada exports, Trudeau remains confident about forestalling that outcome.",Foreign,2024-11-30
2024-11-30 11:15:09+00:00,Giving Love,The act of giving a gift is a vehicle for showing people how you feel. Here are tips to find the perfect present.,"My dad used to hand-write specific, and often unrealistic, gift wish lists for his children to fulfill before every holiday. When I was in college, he asked me for a $30,000 pontoon boat.",The act of giving a gift is a vehicle for showing people how you feel. Here are tips to find the perfect present.,NYTNow,2024-11-30
2024-11-30 11:47:18+00:00,Israel Strikes Sites in Lebanon Amid Fragile Cease-Fire,"As the truce appeared to largely hold, a deal appeared far away in Gaza, where an Israeli strike killed dozens, according to a rescue group.","The Israeli military said on Saturday that it had struck several Hezbollah sites in Lebanon, keeping the country on edge over a fragile cease-fire, as its forces pressed on with their campaign in Gaza with little sign of letting up.","As the truce appeared to largely hold, a deal appeared far away in Gaza, where an Israeli strike killed dozens, according to a rescue group.",Foreign,2024-11-30
2024-11-30 12:00:05+00:00,"How Our Messed-Up Dating Culture Leads to Loneliness, Anger and Donald Trump",A generation of resentful young men has arisen from the cultural norm dictating that men must be the breadwinners.,"Joe Rogan. Elon Musk. Representatives of bro culture are on the ascent, bringing with them an army of disaffected young men. But where did they come from? Many argue that a generation of men are resentful because they have fallen behind women in work and school. I believe this shift would not have been so destabilizing were it not for the fact that our society still has one glass-slippered foot in the world of Cinderella.",A generation of resentful young men has arisen from the cultural norm dictating that men must be the breadwinners.,OpEd,2024-11-30
2024-11-30 12:00:06+00:00,New Orleans Knows It May Not Live Forever. We Could All Take a Cue.,"Unlike the other major cities that appear on lists of unsafe places, New Orleans has a striking competitive advantage.","A unifying theme of this year’s extremely active Atlantic hurricane season, which officially concludes on Saturday, has been the disbelief echoing from the Blue Ridge Mountains to the Ozark plateau. “I had always felt like we were safe from climate change,” an Asheville, N.C., woman told The Times after Hurricane Helene. “But now this makes me question that maybe there’s nowhere that’s safe.”","Unlike the other major cities that appear on lists of unsafe places, New Orleans has a striking competitive advantage.",OpEd,2024-11-30
2024-11-30 12:00:09+00:00,A Job and Community Transform Refugees’ Lives,"The organization doesn’t just teach culinary skills — it provides additional support, such as résumé building and English classes.","This article is part of Times Opinion’s Giving Guide 2024. Read more in a note from Times Opinion’s editor, Kathleen Kingsbury.","The organization doesn’t just teach culinary skills — it provides additional support, such as résumé building and English classes.",OpEd,2024-11-30
2024-11-30 12:00:13+00:00,Reckoning With the Connection Between Brain Injuries and Criminal Behavior,"In the fight to reduce recidivism, we may be ignoring one major element.","In 2016, Marchell Taylor lay in his windowless, six-by-eight cell in the Denver County Jail. Only 36 days after being released after serving time for drug and robbery convictions, he robbed a Papa John’s and assaulted an employee. Because of his record, Mr. Taylor faced 300 years of imprisonment. He asked himself: Why am I back here?","In the fight to reduce recidivism, we may be ignoring one major element.",OpEd,2024-11-30
2024-11-30 12:00:15+00:00,Why I’m Not Giving Up on American Democracy,The free and decent country that saved my family from Soviet Hungary is now under threat.,"In his dank Budapest prison cell in the mid-1950s, my father imagined he heard Dvorak’s “New World” Symphony. Though no one in my family had ever set foot in the actual New World, just knowing it existed brought my father solace during his nearly two-year incarceration.",The free and decent country that saved my family from Soviet Hungary is now under threat.,OpEd,2024-11-30
2024-11-30 12:00:19+00:00,Note to Democrats: It’s Time to Take Up Your Hammers,There is a straight line from homeless schoolchildren to Donald Trump’s election victory.,"I would prefer to live in a world where the recent news that more than 146,000 New York City schoolchildren experienced homelessness during the last school year was regarded as a crisis demanding immediate changes in public policy. But if helping children isn’t enough to move New York’s political leaders to action — and, by all indications, it most certainly is not — they might consider doing it for the sake of the Democratic Party.",There is a straight line from homeless schoolchildren to Donald Trump’s election victory.,Editorial,2024-11-30
2024-11-30 14:00:18+00:00,"Russia Forges Ahead in Eastern Ukraine, Capturing More Villages in Recent Days","Russian forces are closing in on two strongholds. The fall of the cities could pave the way for a takeover of the southern part of the Donetsk region, analysts said.","Russian troops in eastern Ukraine have seized at least 10 villages and settlements in roughly as many days, according to a group with ties to the Ukrainian Army that maps the battlefield, as Moscow presses on with slow but steady advances that have heightened pressure on Ukraine’s authorities to start cease-fire talks.","Russian forces are closing in on two strongholds. The fall of the cities could pave the way for a takeover of the southern part of the Donetsk region, analysts said.",Foreign,2024-11-30
2024-11-30 15:58:45+00:00,Saudi Arabia Leads Pushback Against Global Plastic Treaty,Delegates from more than 170 countries are working to salvage a treaty that would tackle the growing problem of plastic pollution.,"A week after Saudi Arabia, the world’s top oil exporter, was accused of being a “wrecking ball” jeopardizing global climate talks, Saudi officials are leading an effort to block a United Nations deal to tackle plastic pollution, negotiators said.",Delegates from more than 170 countries are working to salvage a treaty that would tackle the growing problem of plastic pollution.,Climate,2024-11-30
2024-11-30 16:00:02+00:00,‘This Was One of the Most Delicious Recipes We Have Made’,"Sarah DiGregorio’s salmon and kimchi skillet, a five-star, five-ingredient dinner to kick-start your taste buds.","I can’t remember when I started keeping kimchi in my fridge, and I certainly don’t know what I ever did without it. With a hefty red-lidded jug of spicy, funky fermented napa cabbage kimchi beaming at me, I have the foundation for all sorts of fast, hugely flavorful dinners. Kimchi fried rice. Kimchi noodle soup. These sheet-pan pierogies with brussels sprouts and kimchi, which someone at a holiday party told me is their favorite New York Times Cooking recipe, and this kimchi grilled cheese, which is my favorite grilled cheese.","Sarah DiGregorio’s salmon and kimchi skillet, a five-star, five-ingredient dinner to kick-start your taste buds.",Dining,2024-11-30
